action_date,action_date_fiscal_year,award_description,award_id,award_piid_ref,award_type,award_type_code,awarding_agency_code,awarding_agency_name,awarding_office_code,awarding_office_name,awarding_sub_agency_code,awarding_sub_agency_name,contract_award_unique_key,dollars_obligated,last_modified_date,naics_code,number_of_actions,parent_award_agency_id,parent_award_agency_name,plop_city,plop_congressional_district,plop_country_code,plop_country_name,plop_county,plop_state,plop_state_code,plop_zip,pop_end_date,pop_potential_end_date,pop_start_date,recipient_city,recipient_duns,recipient_name,recipient_zip_code,year,plop_zip_5,recipient_zip_code_5
2021-05-27 00:00:00,2021,CLOSEOUT,DTFT6011D00003,0018,DELIVERY ORDER,C,69,DEPARTMENT OF TRANSPORTATION (DOT),693195,693195 OFFICE OF ACQUISITION MGT,6955,FEDERAL TRANSIT ADMINISTRATION,CONT_AWD_0018_6955_DTFT6011D00003_6955,-50522.25,2021-05-27 22:50:22,541611,1.0,6955,FEDERAL TRANSIT ADMINISTRATION,EARLYSVILLE,5.0,USA,UNITED STATES,ALBEMARLE,VIRGINIA,VA,229362839,2016-10-31 00:00:00,2016-10-31 00:00:00,2016-06-07 00:00:00,EARLYSVILLE,109316237,BOYD CATON AND GRANT TRANSPORTATION GROUP INC,229362839.0,2021,22936,22936
2021-06-21 00:00:00,2021,SCIENTIFIC ADMIN SUPPORT I,75F40119D10015,75F40120F19045,DELIVERY ORDER,C,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75F401,FDA OFFICE OF ACQ  GRANT SVCS,7524,FOOD AND DRUG ADMINISTRATION,CONT_AWD_75F40120F19045_7524_75F40119D10015_7524,100838.4,2021-06-21 09:06:46,541690,1.0,7524,FOOD AND DRUG ADMINISTRATION,SILVER SPRING,8.0,USA,UNITED STATES,MONTGOMERY,MARYLAND,MD,209031057,2022-08-02 00:00:00,2022-08-02 00:00:00,2020-07-25 00:00:00,VIENNA,79820976,MIDNIGHT SUN TECHNOLOGIES LLC,221822223.0,2021,20903,22182
2021-05-11 00:00:00,2021,C104552 ABATEMENT OF ASBESTOS PIPE INSULATION ALONG CONVENT DRIVE FROM MANHOLE 69 TO 101 TO ALLOW FOR STEAM PIPE REPLACEMENT C106810 ASBESTOS ABATEMENT IN BLDG 31C 1ST FLOOR RESTROOM,HHSN292201800008B,75N99021F00004,BPA CALL,A,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75N990,NIH A  E CONSTRUCTION,7529,NATIONAL INSTITUTES OF HEALTH,CONT_AWD_75N99021F00004_7529_HHSN292201800008B_7529,96720.41,2021-05-11 14:42:29,541620,1.0,7529,NATIONAL INSTITUTES OF HEALTH,BETHESDA,8.0,USA,UNITED STATES,MONTGOMERY,MARYLAND,MD,208920001,2023-01-30 00:00:00,2023-01-30 00:00:00,2021-05-11 00:00:00,GAITHERSBURG,55281591,TOTAL ENVIRONMENTAL CONCEPTS INC,208772915.0,2021,20892,20877
2021-06-14 00:00:00,2021,STRATEGIC PLANNING/PERFORMANCE MANAGEMENT TRAINING SUPPORT SERVICES,SAQMMA12D0086,SAQMMA16F3940,DELIVERY ORDER,C,19,DEPARTMENT OF STATE (DOS),19AQMM,ACQUISITIONS - AQM MOMENTUM,1900,"STATE, DEPARTMENT OF",CONT_AWD_SAQMMA16F3940_1900_SAQMMA12D0086_1900,-2253.24,2021-06-14 12:06:08,541611,1.0,1900,"STATE, DEPARTMENT OF",WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,205200001,2021-09-27 00:00:00,2021-09-27 00:00:00,2016-09-26 00:00:00,ARLINGTON,941533911,SOCIAL IMPACT INC,222013379.0,2021,20520,22201
2021-06-09 00:00:00,2021,EXERCISE OPTION YEAR 2 OPTIONS,19AQMM19D0086,19AQMM19F2074,DELIVERY ORDER,C,19,DEPARTMENT OF STATE (DOS),19AQMM,ACQUISITIONS - AQM MOMENTUM,1900,"STATE, DEPARTMENT OF",CONT_AWD_19AQMM19F2074_1900_19AQMM19D0086_1900,455958.96,2021-06-10 12:14:47,541611,1.0,1900,"STATE, DEPARTMENT OF",STERLING,10.0,USA,UNITED STATES,LOUDOUN,VIRGINIA,VA,201661108,2022-06-19 00:00:00,2024-06-19 00:00:00,2019-06-20 00:00:00,LORTON,79539589,KAPSUUN GROUP LLC,220792636.0,2021,20166,22079
2021-06-02 00:00:00,2021,SCANNING AND CODING,IND14PA00028,140D0420F0062,BPA CALL,A,14,DEPARTMENT OF THE INTERIOR (DOI),140D04,IBC ACQ SVCS DIRECTORATE (00004),1406,DEPARTMENTAL OFFICES,CONT_AWD_140D0420F0062_1406_IND14PA00028_1406,-58853.47,2021-06-02 18:41:54,541611,1.0,1406,DEPARTMENTAL OFFICES,PAWHUSKA,3.0,USA,UNITED STATES,OSAGE,OKLAHOMA,OK,740562106,2020-12-31 00:00:00,2020-12-31 00:00:00,2019-12-16 00:00:00,RESTON,117201286,INTELLICATCH INC,201911567.0,2021,74056,20191
2021-06-09 00:00:00,2021,"THE PURPOSE OF THIS MODIFICATION IS TO DEOBLIGATE FY17 EXCESS FUNDS IN THE AMOUNT OF $7,102.04 AND TO ADMINISTRATIVELY CLOSEOUT THIS CONTRACT IAW FAR 4.804 AND AGENCY PROCEDURES. ALL TERMS AND CONDITIONS REMAIN UNCHANGED.",SBAHQ17A0012,SBA0010,BPA CALL,A,73,SMALL BUSINESS ADMINISTRATION (SBA),733510,OFC OF PERF MGMT AND CFO,7300,SMALL BUSINESS ADMINISTRATION,CONT_AWD_SBA0010_7300_SBAHQ17A0012_7300,-7102.04,2021-06-09 18:54:23,541611,1.0,7300,SMALL BUSINESS ADMINISTRATION,SPOKANE,5.0,USA,UNITED STATES,SPOKANE,WASHINGTON,WA,992057612,2017-12-31 00:00:00,2017-12-31 00:00:00,2017-05-14 00:00:00,SAN ANTONIO,26814967,COLEY & ASSOCIATES INC,782325032.0,2021,99205,78232
2021-05-19 00:00:00,2021,"CASTNET & NADP AUDIT SUPPORT  P00015: THE PURPOSE OF THIS MODIFICATION IS TO OBLIGATE INCREMENTAL FUNDING IN THE AMOUNT OF $75,000.00 TO OPTION PERIOD 3 OF THIS CONTRACT.",EPW18005,EPW18005,DEFINITIVE CONTRACT,D,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERH,HEADQUARTERS ACQUISITION DIV (HQAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_EPW18005_6800_-NONE-_-NONE-,75000.0,2021-05-19 10:46:56,541620,1.0,6800,ENVIRONMENTAL PROTECTION AGENCY (EPA),WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,204600001,2022-02-13 00:00:00,2023-02-13 00:00:00,2018-02-14 00:00:00,GAINESVILLE,141853536,ENVIRONMENTAL ENGINEERING & MEASUREMENT SERVICES INC,326054770.0,2021,20460,32605
2021-06-22 00:00:00,2021,TTI-036 SR PROGRAM OFFICER - TASK ORDER AGAINST TATITLEK TECHNOLOGIES 19AQMM18D0085,19AQMM18D0085,19AQMM19F0725,DELIVERY ORDER,C,19,DEPARTMENT OF STATE (DOS),19AQMM,ACQUISITIONS - AQM MOMENTUM,1900,"STATE, DEPARTMENT OF",CONT_AWD_19AQMM19F0725_1900_19AQMM18D0085_1900,-7825.44,2021-06-24 07:59:12,541611,1.0,1900,"STATE, DEPARTMENT OF",WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,205200001,2022-03-03 00:00:00,2024-03-03 00:00:00,2019-03-04 00:00:00,ANCHORAGE,808113562,TATITLEK TECHNOLOGIES INC,995033673.0,2021,20520,99503
2021-05-04 00:00:00,2021,PERFORM PHYSICAL SECURITY,36C25720C0072,36C25720C0072,DEFINITIVE CONTRACT,D,36,DEPARTMENT OF VETERANS AFFAIRS (VA),36C257,257-NETWORK CONTRACT OFFICE 17 (36C257),3600,"VETERANS AFFAIRS, DEPARTMENT OF",CONT_AWD_36C25720C0072_3600_-NONE-_-NONE-,133827.2,2021-05-12 12:21:51,541690,1.0,3600,DEPARTMENT OF VETERANS AFFAIRS (VA),DALLAS,30.0,USA,UNITED STATES,DALLAS,TEXAS,TX,752164100,2021-10-30 00:00:00,2021-10-30 00:00:00,2020-04-15 00:00:00,LOUISVILLE,829606297,PARADIGM ENGINEERS AND CONSTRUCTORS PLLC,402991808.0,2021,75216,40299
2021-05-17 00:00:00,2021,TOOL ROOM SUPPORT,70Z03819DE0000001,70Z03821FE0000043,DELIVERY ORDER,C,70,DEPARTMENT OF HOMELAND SECURITY (DHS),70Z038,AVIATION LOGISTICS CENTER (ALC)(000,7008,U.S. COAST GUARD,CONT_AWD_70Z03821FE0000043_7008_70Z03819DE0000001_7008,342639.36,2021-05-17 12:36:53,541611,1.0,7008,U.S. COAST GUARD,DERWOOD,6.0,USA,UNITED STATES,MONTGOMERY,MARYLAND,MD,208552765,2022-06-18 00:00:00,2022-06-18 00:00:00,2021-06-19 00:00:00,ROCKVILLE,827724175,INNOVATIVE CONSULTING & MANAGEMENT SERVICES LLC,208552765.0,2021,20855,20855
2021-05-19 00:00:00,2021,PERSONNEL SERVICES PROVIDING POLICE ADVISORY SERVICES LOCATED IN PANAMA. A TOTAL OF 21 INDIVIDUALS ARE PERFORMING UNDER THIS TASK ORDER.,19AQMM18D0143,19AQMM19F0283,DELIVERY ORDER,C,19,DEPARTMENT OF STATE (DOS),19AQMM,ACQUISITIONS - AQM MOMENTUM,1900,"STATE, DEPARTMENT OF",CONT_AWD_19AQMM19F0283_1900_19AQMM18D0143_1900,-198819.25,2021-05-19 11:50:40,541611,1.0,1900,"STATE, DEPARTMENT OF",PAN,PAN,PAN,PANAMA,PAN,PAN,PAN,PAN,2022-03-31 00:00:00,2024-09-30 00:00:00,2019-03-20 00:00:00,FAIRFAX,142444699,ATSG CORPORATION,220314518.0,2021,PAN,22031
2021-06-24 00:00:00,2021,THIS MODIFICATION IS TO INCORPORATE ADDITIONAL COST ESTIMATING SERVICES TO THE CONTRACT FOR CONSTRUCTION MANAGER AS AGENT SERVICES FOR THE BEAN BACKFILL PROJECT AT THE MAJOR EMMETT GENERAL BEAN CENTER IN INDIANAPOLIS INDIANA.,GS00F247CA,47PF0019F0501,DELIVERY ORDER,C,47,GENERAL SERVICES ADMINISTRATION (GSA),47PF00,PBS R5,4740,PUBLIC BUILDINGS SERVICE,CONT_AWD_47PF0019F0501_4740_GS00F247CA_4732,91515.42,2021-06-24 08:42:18,541611,1.0,4732,FEDERAL ACQUISITION SERVICE,INDIANAPOLIS,7.0,USA,UNITED STATES,MARION,INDIANA,IN,462490001,2022-04-01 00:00:00,2023-10-03 00:00:00,2019-05-07 00:00:00,ARLINGTON,14454222,PROCON CONSULTING LLC,222011428.0,2021,46249,22201
2021-05-06 00:00:00,2021,MODIFICATION TO CLOSE  OUT TASK ORDER AND DEOBLIGATE REMAINING FUNDS,693JJ319D000010,693JJ319F000337,DELIVERY ORDER,C,69,DEPARTMENT OF TRANSPORTATION (DOT),693JJ3,693JJ3 ACQUISITION AND GRANTS MGT,6925,FEDERAL HIGHWAY ADMINISTRATION,CONT_AWD_693JJ319F000337_6925_693JJ319D000010_6925,-22667.29,2021-05-25 11:50:35,541611,1.0,6925,FEDERAL HIGHWAY ADMINISTRATION,BETHESDA,8.0,USA,UNITED STATES,MONTGOMERY,MARYLAND,MD,208146029,2021-01-31 00:00:00,2021-01-31 00:00:00,2019-09-06 00:00:00,BETHESDA,61121174,JACK FAUCETT ASSOCIATES INC,208146029.0,2021,20814,20814
2021-05-13 00:00:00,2021,SERVICE,HHSN263201600674A,HHSN263201600674A,PURCHASE ORDER,B,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75N980,NATIONAL INSTITUTES OF HEALTH OLAO,7529,NATIONAL INSTITUTES OF HEALTH,CONT_AWD_HHSN263201600674A_7529_-NONE-_-NONE-,-7324.75,2021-06-07 16:47:12,541611,1.0,7529,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),BETHESDA,8.0,USA,UNITED STATES,MONTGOMERY,MARYLAND,MD,208920001,2017-06-04 00:00:00,2020-06-04 00:00:00,2016-08-31 00:00:00,BATON ROUGE,111381989,ISI PROFESSIONAL SERVICES LLC,708152107.0,2021,20892,70815
2021-05-25 00:00:00,2021,DEOBLIGATE THE UNLIQUIDATED BALANCE OF $1.50 AND CLOSEOUT THE CONTRACT IN ITS ENTIRETY.,72068018A00001,72068019F50003,BPA CALL,A,72,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),720680,USAID/BENIN,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,CONT_AWD_72068019F50003_7200_72068018A00001_7200,-1.5,2021-05-25 05:32:45,541611,1.0,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,BEN,BEN,BEN,BENIN,BEN,BEN,BEN,BEN,2020-03-18 00:00:00,2020-03-18 00:00:00,2019-09-13 00:00:00,BURLINGTON,195773598,SSG-ADVISORS LLC,5401.0,2021,BEN,5401.
2021-06-10 00:00:00,2021,MED GAS INSPECTION,36C26118C0049,36C26118C0049,DEFINITIVE CONTRACT,D,36,DEPARTMENT OF VETERANS AFFAIRS (VA),36C261,261-NETWORK CONTRACT OFFICE 21 (36C261),3600,"VETERANS AFFAIRS, DEPARTMENT OF",CONT_AWD_36C26118C0049_3600_-NONE-_-NONE-,15445.0,2021-06-10 22:05:46,541690,1.0,3600,DEPARTMENT OF VETERANS AFFAIRS (VA),PALO ALTO,18.0,USA,UNITED STATES,SANTA CLARA,CALIFORNIA,CA,943040001,2022-03-02 00:00:00,2022-03-02 00:00:00,2018-03-12 00:00:00,MANCHESTER,623471690,EOC SOLUTIONS LLC,31095144.0,2021,94304,31095
2021-05-12 00:00:00,2021,PROFESSIONAL STAFFING SERVICES FOR OBO,19AQMM19D0039,19AQMM20F1810,DELIVERY ORDER,C,19,DEPARTMENT OF STATE (DOS),19AQMM,ACQUISITIONS - AQM MOMENTUM,1900,"STATE, DEPARTMENT OF",CONT_AWD_19AQMM20F1810_1900_19AQMM19D0039_1900,294579.7,2021-05-12 07:10:37,541611,1.0,1900,"STATE, DEPARTMENT OF",ARLINGTON,8.0,USA,UNITED STATES,ARLINGTON,VIRGINIA,VA,222092308,2022-05-20 00:00:00,2025-05-20 00:00:00,2020-05-21 00:00:00,WINNEBAGO,962374141,HCI MANAGEMENT SERVICES COMPANY,680714900.0,2021,22209,68071
2021-06-02 00:00:00,2021,"NEON IMPLEMENTATION, VOICE STATE TECHNICAL ASSISTANCE PLANS AND RELATED SERVICES",GS10F0042M,1605DC19F00243,DELIVERY ORDER,C,1601,DEPARTMENT OF LABOR (DOL),1605C5,DOL - CAS DIVISION 5 PROCUREMENT,1605,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,CONT_AWD_1605DC19F00243_1605_GS10F0042M_4730,941500.0,2021-06-02 14:33:38,541611,1.0,4730,FEDERAL ACQUISITION SERVICE,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,202100001,2022-09-08 00:00:00,2022-09-08 00:00:00,2019-08-13 00:00:00,FALLS CHURCH,38798468,ECONOMIC SYSTEMS INC,220424568.0,2021,20210,22042
2021-05-25 00:00:00,2021,REGION 8 CUSTOMER SERVICE CONTRACT FOR ACF/OHS - MOD. #P00009 - SIX MONTH EXTENSION,HHSP233201500135I,HHSP23337001T,DELIVERY ORDER,C,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,7570,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA),CONT_AWD_HHSP23337001T_7570_HHSP233201500135I_7555,352954.98,2021-05-27 16:42:27,541611,1.0,7555,PROGRAM SUPPORT CENTER,DENVER,1.0,USA,UNITED STATES,DENVER,COLORADO,CO,802941961,2021-11-30 00:00:00,2021-11-30 00:00:00,2016-06-01 00:00:00,NEWARK,61423377,BCT PARTNERS LLC,71033567.0,2021,80294,71033
2021-06-07 00:00:00,2021,THIS MODIFICATION DE-OBLIGATES FUNDS FROM OPTION YEAR 2.,SAQMMA16D0022,SAQMMA16F5201,DELIVERY ORDER,C,19,DEPARTMENT OF STATE (DOS),19AQMM,ACQUISITIONS - AQM MOMENTUM,1900,"STATE, DEPARTMENT OF",CONT_AWD_SAQMMA16F5201_1900_SAQMMA16D0022_1900,-25552.33,2021-06-08 09:18:22,541611,1.0,1900,"STATE, DEPARTMENT OF",WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,205200099,2021-09-27 00:00:00,2021-09-27 00:00:00,2016-09-28 00:00:00,COLUMBIA,126658892,KENJYA-TRUSANT GROUP LLC THE,210455156.0,2021,20520,21045
2021-05-26 00:00:00,2021,CLOSEOUT MOD.,CFP15Z00023,0004,BPA CALL,A,581,CONSUMER FINANCIAL PROTECTION BUREAU (CFPB),9531CB,CONSUMER FINANCE PROTECTION BUREAU,955F,CONSUMER FINANCIAL PROTECTION BUREAU,CONT_AWD_0004_955F_CFP15Z00023_955F,-24240.78,2021-05-26 10:23:08,541611,1.0,955F,CONSUMER FINANCIAL PROTECTION BUREAU,SEATTLE,7.0,USA,UNITED STATES,KING,WASHINGTON,WA,981211677,2018-09-15 00:00:00,2018-09-15 00:00:00,2017-03-16 00:00:00,SEATTLE,806136573,T S MARSHALL & ASSOCIATES INC,981211677.0,2021,98121,98121
2021-05-28 00:00:00,2021,INTERPRETATION/COACHING SERVICES FOLLOWING OPM 360 REVIEWS FOR OCFO STAFF,123A9421P0048,123A9421P0048,PURCHASE ORDER,B,12,DEPARTMENT OF AGRICULTURE (USDA),123A94,"USDA, FSIS, OAS PCMB",12G2,FOOD SAFETY AND INSPECTION SERVICE,CONT_AWD_123A9421P0048_12G2_-NONE-_-NONE-,8400.0,2021-05-28 14:48:24,541611,1.0,12G2,DEPARTMENT OF AGRICULTURE (USDA),WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,202500001,2021-11-27 00:00:00,2021-11-27 00:00:00,2021-05-28 00:00:00,MCLEAN,79875780,CHANGE ESSENTIALS LLC,221015445.0,2021,20250,22101
2021-05-10 00:00:00,2021,OSHA - ADMINISTRATIVE AND TECHNICAL SUPPORT SERVICES AT CINCINNATI TECHNICAL CENTER (CTC).,1605DC19D0004,1605C120F00029,DELIVERY ORDER,C,1601,DEPARTMENT OF LABOR (DOL),1605C1,DOL - CAS DIVISION 1 PROCUREMENT,1605,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,CONT_AWD_1605C120F00029_1605_1605DC19D0004_1605,200510.5,2021-05-10 12:22:07,541611,1.0,1605,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,CINCINNATI,1.0,USA,UNITED STATES,HAMILTON,OHIO,OH,452020902,2021-07-27 00:00:00,2021-07-27 00:00:00,2020-07-28 00:00:00,WASHINGTON,962880782,ELITEBCO LLC,200096046.0,2021,45202,20009
2021-06-22 00:00:00,2021,THE PURPOSE OF THIS BPA CALL ORDER IS PROCURE CONTRACTOR SUPPORT TO ASSIST IN PROCESS EEO CASE INVESTIGATION FOR CASE NO. HS-FEMA-00656-2021.,HSFE4016A0204,70FA4021F00000159,BPA CALL,A,70,DEPARTMENT OF HOMELAND SECURITY (DHS),70FA40,SUPPORT SERVICES SECTION(SS40),7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,CONT_AWD_70FA4021F00000159_7022_HSFE4016A0204_7022,4349.04,2021-06-22 15:57:35,541611,1.0,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,204720001,2022-06-21 00:00:00,2022-06-21 00:00:00,2021-06-22 00:00:00,COLUMBIA,115415338,HR ANEW INC,210463557.0,2021,20472,21046
2021-05-24 00:00:00,2021,MORTGAGE INSURANCE PREMIUM AUDITS,DU100R17C09,DU100R17C09,DEFINITIVE CONTRACT,D,86,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (HUD),866157,CPO : RESEARCH AND COMMUNITY SUPPOR,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",CONT_AWD_DU100R17C09_8600_-NONE-_-NONE-,720177.28,2021-05-27 09:22:34,541611,1.0,8600,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (HUD),NEW YORK,10.0,USA,UNITED STATES,NEW YORK,NEW YORK,NY,100071887,2022-06-06 00:00:00,2022-06-06 00:00:00,2017-06-07 00:00:00,WASHINGTON,80543774,CATALYST EMAX PARTNERS LLC,200062322.0,2021,10007,20006
2021-06-10 00:00:00,2021,"DEOBLIGATION OF FUNDING IN THE AMOUNT OF $419,550.69",EPW15009,0001,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERH,HEADQUARTERS ACQUISITION DIV (HQAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_0001_6800_EPW15009_6800,-419550.69,2021-06-11 07:19:05,541611,1.0,6800,ENVIRONMENTAL PROTECTION AGENCY,ALEXANDRIA,8.0,USA,UNITED STATES,ALEXANDRIA CITY,VIRGINIA,VA,223142874,2020-03-02 00:00:00,2021-06-04 00:00:00,2015-05-19 00:00:00,ALEXANDRIA,944258086,METROPOLITAN ARCHITECTS AND PLANNERS INC,223142874.0,2021,22314,22314
2021-05-25 00:00:00,2021,TASK ORDER/CALL ORDER FOR THE BASE YEAR OF THE BPA: 47PK0221A0006 TO PERFORM O&M AND VTE MAINTENANCE SERVICES.,47PK0221A0006,47PK0221F0029,BPA CALL,A,47,GENERAL SERVICES ADMINISTRATION (GSA),47PK02,PBS R9 AMD SERVICES CONTRACTING BRANCH,4740,PUBLIC BUILDINGS SERVICE,CONT_AWD_47PK0221F0029_4740_47PK0221A0006_4740,1006831.64,2021-06-03 14:53:49,541690,1.0,4740,PUBLIC BUILDINGS SERVICE,SAN FRANCISCO,12.0,USA,UNITED STATES,SAN FRANCISCO,CALIFORNIA,CA,941031518,2022-06-30 00:00:00,2022-06-30 00:00:00,2021-07-01 00:00:00,SACRAMENTO,967455861,PUNDIR GROUP INC,958140756.0,2021,94103,95814
2021-05-10 00:00:00,2021,ALAN KLEINMAN SERVICES-BPA CALL 4,140R3018A0007,140R3021F0029,BPA CALL,A,14,DEPARTMENT OF THE INTERIOR (DOI),140R30,LOWER COLORADO REGIONAL OFFICE,1425,BUREAU OF RECLAMATION,CONT_AWD_140R3021F0029_1425_140R3018A0007_1425,21440.0,2021-05-10 14:58:42,541611,1.0,1425,BUREAU OF RECLAMATION,LAS VEGAS,3.0,USA,UNITED STATES,CLARK,NEVADA,NV,891182838,2021-11-28 00:00:00,2021-11-28 00:00:00,2021-04-05 00:00:00,LAS VEGAS,79352226,MY NEXT CAREER PATH STAFFING LLC,891182838.0,2021,89118,89118
2021-05-25 00:00:00,2021,THE PURPOSE OF THIS CONTRACT IS TO PROVIDE CONTENT WRITER AND HONORARIUM PAYMENT SUPPORT TO SUBSTANCE ABUSE MENTAL HEALTH SERVICES ADMINISTRATION (SAMHSA)/OFFICE OF FINANCIAL RESOURCES (OFR)/DIVISION OF GRANT REVIEW (DGR). CONTENT WRITER AND HONORARI,75S20319C00002,75S20319C00002,DEFINITIVE CONTRACT,D,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75S203,SUBSTANCE ABUSE MENTAL HEALTH SVC,7522,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,CONT_AWD_75S20319C00002_7522_-NONE-_-NONE-,880034.0,2021-05-25 16:03:23,541690,1.0,7522,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),STERLING,10.0,USA,UNITED STATES,LOUDOUN,VIRGINIA,VA,201668503,2021-07-23 00:00:00,2024-07-23 00:00:00,2019-07-24 00:00:00,STERLING,791282143,WERIS INC,201668503.0,2021,20166,20166
2021-05-07 00:00:00,2021,RESEARCH SERVICES,140G0121D0010,140G0121F0162,DELIVERY ORDER,C,14,DEPARTMENT OF THE INTERIOR (DOI),140G01,OFC OF ACQUSITION  GRANTS-NATIONAL,1434,US GEOLOGICAL SURVEY,CONT_AWD_140G0121F0162_1434_140G0121D0010_1434,7023.8,2021-05-07 11:11:15,541690,1.0,1434,US GEOLOGICAL SURVEY,STORRS MANSFIELD,2.0,USA,UNITED STATES,TOLLAND,CONNECTICUT,CT,062691177,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-04-01 00:00:00,HERNDON,80686536,APERTURE FEDERAL LLC,201715228.0,2021,06269,20171
2021-06-03 00:00:00,2021,EB HEALTH CARE PROGRAMS SETTLEMENT,FCC16A0002,273FCC20F0021,BPA CALL,A,27,FEDERAL COMMUNICATIONS COMMISSION (FCC),273FCC,FCC,2700,FEDERAL COMMUNICATIONS COMMISSION,CONT_AWD_273FCC20F0021_2700_FCC16A0002_2700,-14060.0,2021-06-04 08:17:01,541611,1.0,2700,FEDERAL COMMUNICATIONS COMMISSION,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,205540001,2020-06-08 00:00:00,2020-06-08 00:00:00,2020-01-08 00:00:00,ARLINGTON,832485077,FEDERAL ACQUISITION STRATEGIES LLC,222022306.0,2021,20554,22202
2021-05-06 00:00:00,2021,"TO SUPPORT ITS FULL RANGE OF NEEDS, THE NA-APM IS SEEKING THE CONTRACTOR TO PROVIDE SUPPORT FOR REVIEWING AND UPDATING BUSINESS OPERATIONS PROCEDURES, IMPROVING THE EFFECTIVENESS OF THE CAPITAL CONSTRUCTION PROJECT LESSONS LEARNED PROCESS, AND IMPLEM",GS00F258CA,89233118FNA400109,DELIVERY ORDER,C,89,DEPARTMENT OF ENERGY (DOE),892331,NNSA NON-M&O CNTRCTNG OPS DIV,8900,"ENERGY, DEPARTMENT OF",CONT_AWD_89233118FNA400109_8900_GS00F258CA_4732,150000.0,2021-05-06 16:20:04,541611,1.0,4732,FEDERAL ACQUISITION SERVICE,LAS VEGAS,3.0,USA,UNITED STATES,CLARK,NEVADA,NV,891351627,2021-09-20 00:00:00,2021-09-20 00:00:00,2018-09-21 00:00:00,LAS VEGAS,72081990,LONGENECKER & ASSOCIATES INC,891351627.0,2021,89135,89135
2021-06-08 00:00:00,2021,TASK ORDER TITLE: CLEAN CLOSURE ASSESSMENT OF OPEN BURNING/OPEN DENOTATIONS (OB/OD) UNITS/SITES.  MODIFICATION P00003: DEOBLIGATE FUNDING,EPW13016,0027,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERH,HEADQUARTERS ACQUISITION DIV (HQAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_0027_6800_EPW13016_6800,-120000.0,2021-06-08 09:06:42,541620,1.0,6800,ENVIRONMENTAL PROTECTION AGENCY,SILVER SPRING,8.0,USA,UNITED STATES,MONTGOMERY,MARYLAND,MD,209103439,2022-03-02 00:00:00,2022-03-02 00:00:00,2017-09-28 00:00:00,SILVER SPRING,106741598,ENVIRONMENTAL MANAGEMENT SUPPORT INC,209103439.0,2021,20910,20910
